,stromal_score,immune_score,estimate_score,tumor_purity,true_purity
TCGA-LIHC-0190,-0.28734703882835183,0.01850264004935527,-0.2688443987789966,0.8225318208337705,0.7285970993072155
TCGA-LIHC-0191,0.025951629901024953,0.15265156404800947,0.17860319394903443,0.8224944655236963,0.7253571344863469
TCGA-LIHC-0192,-0.08610227395924176,-0.14431255576865418,-0.23041482972789595,0.8225286126677906,0.6939958019310778
TCGA-LIHC-0193,-0.17757882514066162,-0.21777696311496816,-0.3953557882556298,0.8225423820354629,0.7734441601952547
TCGA-LIHC-0194,0.28636544121969487,0.3164976862163656,0.6028631274360605,0.8224590427659135,0.499217728683041
TCGA-LIHC-0195,-0.07620163627059731,-0.008317853173862489,-0.0845194894444598,0.822516432837604,0.7416335068655664
TCGA-LIHC-0196,0.0599814966729423,-0.10730860427514731,-0.04732710760220501,0.8225133278330324,0.7092867520229441
TCGA-LIHC-0197,-0.5103546868657685,-0.3977538682986203,-0.9081085551643888,0.8225851838569477,0.8084843483197984
TCGA-LIHC-0198,0.052383389733240554,0.13401496489879833,0.18639835463203888,0.8224938147106863,0.75848563603728
TCGA-LIHC-0199,-0.022125765287812776,0.12712460423130284,0.10499883894349006,0.8225006106514161,0.7494863120137767
TCGA-LIHC-0200,0.09607601291122496,0.09655251430622838,0.19262852721745333,0.8224932945567632,0.6548088596104057
TCGA-LIHC-0201,-0.048768686662119934,-0.3165262142690039,-0.3652949009311238,0.8225398725709401,0.6944689566783886
TCGA-LIHC-0202,-0.7237548407532488,-0.19950421778751223,-0.9232590585407611,0.8225864484679651,0.9535489799204389
TCGA-LIHC-0203,-0.39060650972931027,-0.239023164068648,-0.6296296737979583,0.8225619385276393,0.9736980555137579
TCGA-LIHC-0204,-0.17401428034443261,-0.28795136691493733,-0.46196564725936995,0.8225479425287678,0.8986274411406451
TCGA-LIHC-0205,-0.07334604222889156,-0.3454854747633405,-0.4188315169922321,0.8225443417638294,0.7543069833985184
TCGA-LIHC-0206,-0.10089394121654723,-0.015583219414098747,-0.11647716063064598,0.8225191008029749,0.7045332467386298
TCGA-LIHC-0207,0.555800538622942,0.35279355529132256,0.9085940939142645,0.8224335143760976,0.49524974334136435
TCGA-LIHC-0208,-0.40534069075513807,-0.0628432035976226,-0.46818389435276064,0.8225484616148991,0.8011464229089272
TCGA-LIHC-0209,0.012709956572409014,-0.14052612420852745,-0.12781616763611844,0.8225200474282413,0.6219434060915303
TCGA-LIHC-0210,0.6641826414961411,0.23109047667853616,0.8952731181746774,0.8224346267057288,0.45802675730588394
TCGA-LIHC-0211,-0.0657603943158653,-0.2046534147716164,-0.2704138090874817,0.8225319518502641,0.7405329905203086
TCGA-LIHC-0212,-0.7477195229459799,-0.17774029547628223,-0.9254598184222621,0.8225866321648363,0.9673278224103471
TCGA-LIHC-0213,0.7545016901659469,0.5238554323739837,1.2783571225399306,0.8224026371265601,0.49835271911400486
TCGA-LIHC-0214,-0.30886223743024627,-0.28980595926031755,-0.5986681966905638,0.8225593540107399,0.766538161359746
TCGA-LIHC-0215,-0.20344345411014295,0.07658152388830666,-0.12686193022183628,0.822519967764806,0.7625089988412321
TCGA-LIHC-0216,-0.22431165445486487,-0.0968683536857749,-0.32118000814063974,0.8225361898576231,0.754335817829852
TCGA-LIHC-0217,-0.13864067568706243,-0.36920498840855903,-0.5078456640956215,0.8225517724795265,0.8315575703340327
TCGA-LIHC-0218,0.12426986759945152,-0.03109214861524331,0.09317771898420821,0.8225015975717322,0.5759113194946054
TCGA-LIHC-0219,0.03765778762744462,-0.08920691816304847,-0.05154913053560385,0.8225136803096885,0.6709062362051663
TCGA-LIHC-0220,-0.26255953247533564,-0.03105223638071585,-0.2936117688560515,0.8225338884422042,0.7774403463060703
TCGA-LIHC-0221,0.1180717416441313,0.19103342319110334,0.30910516483523465,0.8224835698552101,0.5770233497891692
TCGA-LIHC-0222,0.30093762873418495,0.3141785247267217,0.6151161534609066,0.8224580196759499,0.5635221921799868
TCGA-LIHC-0223,-0.08186068368787694,0.0005358201059180982,-0.08132486358195884,0.8225161661353488,0.7355701434572628
TCGA-LIHC-0224,0.20136714328307662,0.04017908521001674,0.24154622849309337,0.8224892104189964,0.6714422661736134
TCGA-LIHC-0225,0.15384521152737185,-0.09669525761554912,0.05714995391182273,0.8225046054384018,0.7149202034551619
TCGA-LIHC-0226,-0.4645773096586706,-0.1368888455754105,-0.6014661552340811,0.8225595875717142,0.8914976688657291
TCGA-LIHC-0227,-0.1107335715687995,-0.13209958346133546,-0.24283315503013497,0.8225296493736332,0.8193792859466061
TCGA-LIHC-0228,0.23041100898240832,0.08623283375682855,0.31664384273923685,0.8224829404383662,0.663465848805122
TCGA-LIHC-0229,-0.013981774722980374,-0.15762716797310158,-0.17160894269608196,0.8225237034013566,0.7572515539909722
TCGA-LIHC-0230,0.686012579796951,-0.21960287293622413,0.4664097068607268,0.8224704360267907,0.5101160320044482
TCGA-LIHC-0231,0.45477758260088186,0.33826194566818785,0.7930395282690696,0.8224431633219071,0.40894081601526355
