logFC,AveExpr,t,P.Value,adj.P.Val,B,gene
-0.299269015838725,0.991226447292781,-1.80728808425577,0.120709279604682,0.174933573007209,-6.8342178580297,ABCA7
-0.125349287448287,4.11678058601067,-1.35540408180817,0.224069704045658,0.296916914383267,-7.42008943316237,ABCB1
-0.0242884292572486,2.87596733134969,-0.391794191372191,0.70874251059888,0.759646668818689,-8.26602842578842,ABCB10
-0.0726536870471878,0.0830785548685659,-1.24435163616384,0.259756927449566,0.337092705969395,-7.55137208810481,ABCB4
0.952768624376588,4.4678083467641,11.7921365320949,2.2408461080586e-05,0.0001639612801574,2.75288157049145,ABCB6
0.130610840746983,2.20411473627674,0.90630757589925,0.399692241770541,0.4760560577782,-7.90560119154415,ABCB7
-0.332179335875863,2.70108927169191,-4.62415265802222,0.0035962181690253,0.0086969449187392,-3.0469356614458,ABCB8
-0.320006691795977,0.504802495782324,-1.45136888998436,0.196858525555969,0.265542456950653,-7.30190069582696,ABCB9
-1.52827374838644,2.92071583466076,-9.44198577669131,8.01037071603492e-05,0.000423419270301,1.29232909143141,ABCC1
0.171188879867388,2.53788087351405,1.26626722403015,0.25233996131274,0.328451313553274,-7.52596931256315,ABCC10
1.17225343800054,1.31864955911102,11.0238876936209,3.30544201697911e-05,0.0002184246839689,2.30747201223475,ABCC2
-0.764619069799707,2.5408173991444,-4.45741403572496,0.0042910004431533,0.0100712213362417,-3.24560867006767,ABCC3
-0.556170384783214,3.88202722964576,-7.70701585384822,0.0002496671534938,0.0010208158732662,-0.0110987928782187,ABCC5
-0.18376382353326,4.54923038366917,-1.43533613435693,0.201182890246677,0.270617324581011,-7.3219265187374,ABCC6
-0.447094292832483,3.63783436276362,-3.51288413312952,0.012619396990794,0.0250959183118636,-4.4472215078011,ABCC6P1
0.115714722460447,3.39583346479392,1.84927450089922,0.113886332011592,0.166400016129347,-6.77674822112693,ABCC6P2
-0.132907719631166,2.01692447600051,-2.20072418607817,0.0700156045951401,0.109264356888898,-6.28462572550167,ABCC9
-0.65663517976419,2.34310216432602,-9.13295979891199,9.67046109126856e-05,0.0004858780566846,1.07628840669793,ABCD1
-0.624936481023295,0.350375518098284,-12.336546964593,1.72522670567474e-05,0.0001344394287791,3.05228275835625,ABCD2
0.0774007973670283,3.94000967162382,0.325127174816779,0.756118857694967,0.800328413055308,-8.29330310459333,ABCD3
